Person,System,EntitlementName,PermissionConfigurationDisplayName,LastChangedOn
Kim Coenen (500027),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/08/2026 18:34:00
Kim Coenen (500027),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/20/2026 20:02:00
Kim Coenen (500027),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,05/16/2025 17:42:00
Kim Coenen (500027),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,11/12/2025 14:21:00
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/19/2026 13:45:00
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/18/2026 10:20:00
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/16/2026 16:41:00
Wout Quaedvlieg (500028),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/11/2026 07:23:00
Wout Quaedvlieg (500028),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,05/26/2026 04:38:00
Iris Pronk (500029),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/08/2026 11:39:00
Iris Pronk (500029),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/31/2026 21:53:00
Iris Pronk (500029),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/13/2026 13:44:00
Iris Pronk (500029),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/05/2025 18:05:00
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/25/2025 23:35:00
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/30/2025 09:54:00
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/25/2025 14:26:00
Noa Zomerdijk (500030),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/05/2026 17:51:00
Noa Zomerdijk (500030),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,11/25/2025 02:16:00
Noa Zomerdijk (500030),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,08/22/2025 18:30:00
Lars Roozendaal (500031),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,12/31/2025 18:33:00
Lars Roozendaal (500031),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/29/2025 05:44:00
Lars Roozendaal (500031),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/26/2026 00:09:00
Lars Roozendaal (500031),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,01/30/2026 05:49:00
Lars Roozendaal (500031),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/21/2026 23:16:00
Lars Roozendaal (500031),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,05/30/2026 20:58:00
Lars Roozendaal (500031),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/01/2026 15:53:00
Lars Roozendaal (500031),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,07/06/2025 04:34:00
Lars Roozendaal (500031),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,02/18/2026 03:27:00
Yara Roozendaal (500032),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/03/2025 09:37:00
Yara Roozendaal (500032),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/29/2025 06:38:00
Yara Roozendaal (500032),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/13/2025 16:15:00
Yara Roozendaal (500032),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/27/2025 11:52:00
Yara Roozendaal (500032),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,06/26/2025 08:53:00
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/19/2025 04:00:00
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/01/2026 00:16:00
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/03/2025 03:01:00
Olivier Ipenburg (500033),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,12/08/2025 04:21:00
Olivier Ipenburg (500033),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,07/13/2025 17:44:00
Olivier Ipenburg (500033),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,03/26/2026 06:03:00
Olivier Ipenburg (500033),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,04/04/2026 22:06:00
Olivier Ipenburg (500033),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,07/27/2026 01:17:00
Pien Muijs (500034),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/01/2025 07:05:00
Pien Muijs (500034),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/13/2026 15:33:00
Pien Muijs (500034),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/30/2025 16:27:00
Xander Dijkgraaf (500035),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/10/2025 03:45:00
Xander Dijkgraaf (500035),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/09/2026 01:49:00
Xander Dijkgraaf (500035),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/19/2025 12:32:00
Xander Dijkgraaf (500035),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),,04/11/2025 04:38:00
Xander Dijkgraaf (500035),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,02/07/2026 20:41:00
Xander Dijkgraaf (500035),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,03/21/2026 03:34:00
Roos Jonker (500036),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/30/2026 23:26:00
Roos Jonker (500036),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/01/2026 07:47:00
Roos Jonker (500036),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/23/2026 07:17:00
Roos Jonker (500036),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/21/2025 08:18:00
Roos Jonker (500036),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/11/2026 22:07:00
Bram Roozendaal (500037),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/11/2025 04:36:00
Bram Roozendaal (500037),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/12/2026 23:49:00
Bram Roozendaal (500037),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/19/2026 22:24:00
Bram Roozendaal (500037),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/02/2026 20:31:00
Bram Roozendaal (500037),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,09/12/2025 21:40:00
Pien Pronk (500038),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/30/2025 04:45:00
Pien Pronk (500038),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,02/26/2026 01:55:00
Pien Pronk (500038),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/09/2025 00:45:00
Pien Pronk (500038),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/08/2026 23:14:00
Pien Pronk (500038),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,10/28/2025 04:51:00
Pien Pronk (500038),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,03/15/2026 10:06:00
Pien Pronk (500038),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,04/01/2025 15:29:00
Pien Pronk (500038),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,12/26/2025 07:03:00
Pien Pronk (500038),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,06/17/2026 17:04:00
Pien Pronk (500038),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,06/25/2025 23:57:00
Xander Quaedvlieg (500039),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/17/2025 11:18:00
Xander Quaedvlieg (500039),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/12/2025 08:06:00
Xander Quaedvlieg (500039),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/21/2025 11:44:00
Xander Quaedvlieg (500039),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/18/2026 13:51:00
Xander Quaedvlieg (500039),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,05/22/2025 01:18:00
Xander Quaedvlieg (500039),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,06/28/2026 05:40:00
Xander Quaedvlieg (500039),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,10/19/2025 21:04:00
Kim Dijkgraaf (500040),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/27/2026 02:43:00
Kim Dijkgraaf (500040),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/31/2026 03:57:00
Kim Dijkgraaf (500040),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/25/2025 09:39:00
Kim Dijkgraaf (500040),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/06/2025 23:24:00
Kim Dijkgraaf (500040),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/30/2025 04:53:00
Kim Dijkgraaf (500040),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,09/26/2025 00:06:00
Kim Dijkgraaf (500040),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,07/18/2025 00:23:00
Kim Dijkgraaf (500040),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,07/25/2025 22:58:00
Kim Dijkgraaf (500040),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,03/12/2026 13:10:00
Kim Dijkgraaf (500040),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,06/28/2025 13:21:00
Wout Dijkgraaf (500041),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/03/2025 10:35:00
Wout Dijkgraaf (500041),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/02/2026 18:45:00
Wout Dijkgraaf (500041),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/25/2025 04:28:00
Wout Dijkgraaf (500041),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/24/2026 07:25:00
Wout Dijkgraaf (500041),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/28/2026 17:03:00
Wout Dijkgraaf (500041),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,01/28/2026 10:46:00
Ursula Terlouw (500042),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,11/07/2025 07:22:00
Ursula Terlouw (500042),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/29/2026 22:04:00
Ursula Terlouw (500042),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/04/2025 13:10:00
Ursula Terlouw (500042),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/04/2026 04:08:00
Ursula Terlouw (500042),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,06/21/2025 20:53:00
Ursula Terlouw (500042),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,03/31/2025 18:10:00
Ursula Terlouw (500042),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,04/19/2025 19:44:00
Ursula Terlouw (500042),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/11/2025 15:52:00
Zoë Slootweg (500043),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,09/01/2025 05:33:00
Zoë Slootweg (500043),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,11/09/2025 18:49:00
Zoë Slootweg (500043),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/12/2025 13:48:00
Zoë Slootweg (500043),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/10/2026 03:01:00
Zoë Slootweg (500043),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,08/28/2025 12:51:00
Zoë Slootweg (500043),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/19/2026 22:27:00
Zoë Slootweg (500043),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,05/21/2026 02:58:00
Eva Berkhout (500044),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,11/09/2025 11:57:00
Eva Berkhout (500044),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/30/2026 09:30:00
Eva Berkhout (500044),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/01/2025 20:47:00
Eva Berkhout (500044),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,06/14/2026 21:39:00
Eva Berkhout (500044),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,04/08/2025 11:39:00
Eva Berkhout (500044),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,05/03/2025 20:13:00
Eva Berkhout (500044),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,07/24/2026 20:32:00
Gijs Nagtegaal (500045),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/03/2025 22:33:00
Gijs Nagtegaal (500045),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/13/2026 10:07:00
Gijs Nagtegaal (500045),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/06/2025 02:27:00
Gijs Nagtegaal (500045),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/31/2026 17:01:00
Gijs Nagtegaal (500045),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/30/2025 16:43:00
Mila Aalbers (500046),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/26/2026 19:48:00
Mila Aalbers (500046),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/12/2026 12:17:00
Mila Aalbers (500046),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/03/2026 08:27:00
Mila Aalbers (500046),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/11/2025 04:44:00
Mila Aalbers (500046),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,07/04/2025 05:57:00
Ursula Berkhout (500047),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/30/2026 12:50:00
Ursula Berkhout (500047),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,11/03/2025 23:02:00
Ursula Berkhout (500047),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,02/11/2026 18:00:00
Ursula Berkhout (500047),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/29/2026 12:39:00
Ursula Berkhout (500047),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,05/17/2025 15:00:00
Ursula Berkhout (500047),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,02/26/2026 08:01:00
Ursula Berkhout (500047),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,06/24/2026 09:09:00
Ursula Berkhout (500047),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,05/08/2025 00:12:00
Ursula Berkhout (500047),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,04/05/2026 11:07:00
Ursula Berkhout (500047),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,07/06/2026 03:05:00
Lars Elzinga (500048),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,12/21/2025 14:11:00
Lars Elzinga (500048),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/08/2025 01:21:00
Lars Elzinga (500048),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/27/2026 21:51:00
Lars Elzinga (500048),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/02/2025 21:02:00
Lars Elzinga (500048),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/11/2025 19:54:00
Lars Elzinga (500048),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/22/2026 22:50:00
Lars Elzinga (500048),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,07/02/2026 05:22:00
Lars Elzinga (500048),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,06/07/2026 05:11:00
Gijs Coenen (500049),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/04/2025 21:07:00
Gijs Coenen (500049),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/05/2025 23:29:00
Gijs Coenen (500049),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/31/2026 19:39:00
Gijs Coenen (500049),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/09/2026 07:16:00
Gijs Coenen (500049),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/05/2026 01:47:00
Gijs Coenen (500049),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,06/12/2026 01:50:00
Gijs Wielenga (500050),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,11/20/2025 16:21:00
Gijs Wielenga (500050),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/26/2026 01:15:00
Gijs Wielenga (500050),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/24/2026 04:53:00
Gijs Wielenga (500050),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,06/13/2026 18:05:00
Gijs Wielenga (500050),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,06/20/2026 05:53:00
Eva Wielenga (500051),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,01/24/2026 08:19:00
Eva Wielenga (500051),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/21/2026 02:38:00
Eva Wielenga (500051),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/27/2025 07:28:00
Eva Wielenga (500051),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/19/2025 23:55:00
Eva Wielenga (500051),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/08/2026 01:44:00
Eva Wielenga (500051),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/01/2026 18:13:00
Eva Wielenga (500051),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,05/13/2025 16:00:00
Eva Wielenga (500051),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,09/19/2025 15:05:00
Xander Roozendaal (500052),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/01/2025 06:16:00
Xander Roozendaal (500052),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,11/21/2025 01:29:00
