Person,System,EntitlementName,Operation,CreatedOn,FinishedOn,Origins,Result
Wout Oosterhuis (500018),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/08/2025 18:59:00,04/08/2025 19:00:04,ContractUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/20/2025 00:04:00,10/20/2025 00:04:36,BusinessRuleUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/30/2025 20:10:00,03/30/2025 20:10:49,PersonUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,10/12/2025 16:38:00,10/12/2025 16:38:22,ContractUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,07/27/2026 02:44:00,07/27/2026 02:44:35,Import,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,01/11/2026 09:00:00,01/11/2026 09:01:27,BusinessRuleUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,03/17/2026 20:42:00,03/17/2026 20:42:34,PersonUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,03/25/2025 13:01:00,03/25/2025 13:02:05,ContractUpdate,Succeeded
Wout Oosterhuis (500018),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,11/19/2025 04:47:00,11/19/2025 04:47:39,ContractUpdate,Succeeded
Quinten Aalbers (500019),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/05/2025 00:55:00,12/05/2025 00:55:22,PersonUpdate,Succeeded
Quinten Aalbers (500019),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,11/04/2025 18:24:00,11/04/2025 18:24:24,PersonUpdate,Succeeded
Quinten Aalbers (500019),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,01/07/2026 13:52:00,01/07/2026 13:52:54,Import,Succeeded
Quinten Aalbers (500019),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/07/2026 03:02:00,04/07/2026 03:02:08,PersonUpdate,Succeeded
Quinten Aalbers (500019),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,07/15/2025 20:12:00,07/15/2025 20:13:20,BusinessRuleUpdate,Succeeded
Wout Nagtegaal (500020),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/04/2025 18:08:00,12/04/2025 18:08:57,PersonUpdate,Succeeded
Wout Nagtegaal (500020),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/08/2025 09:44:00,09/08/2025 09:44:02,PersonUpdate,Succeeded
Wout Nagtegaal (500020),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/13/2025 00:24:00,04/13/2025 00:24:28,ContractUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/23/2026 16:31:00,05/23/2026 16:31:04,BusinessRuleUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Revoke,06/23/2026 16:31:00,06/23/2026 16:31:48,ContractUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/07/2026 16:31:00,07/07/2026 16:32:13,ContractUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,08/10/2025 21:08:00,08/10/2025 21:09:29,Import,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/30/2025 22:36:00,05/30/2025 22:37:13,Import,Succeeded
Iris Coenen (500021),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/29/2026 12:33:00,05/29/2026 12:33:43,BusinessRuleUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/24/2025 21:56:00,12/24/2025 21:56:15,ContractUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),Grant,07/02/2026 06:28:00,07/02/2026 06:29:14,PersonUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,FS-CA060-RW (avo.local/Demo/Groups/FS-CA060-RW),Grant,11/06/2025 12:51:00,11/06/2025 12:51:14,PersonUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,TEAM-CA060 (avo.local/Demo/Groups/TEAM-CA060),Grant,01/08/2026 02:06:00,01/08/2026 02:06:58,ContractUpdate,Succeeded
Iris Coenen (500021),Microsoft Active Directory,MBX-CA060 (avo.local/Demo/Groups/MBX-CA060),Grant,07/28/2025 12:27:00,07/28/2025 12:27:01,PersonUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/02/2026 03:47:00,05/02/2026 03:48:25,Import,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,07/18/2026 10:43:00,07/18/2026 10:43:47,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,10/21/2025 10:33:00,10/21/2025 10:34:17,Import,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/01/2025 11:01:00,06/01/2025 11:01:04,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),Grant,06/23/2025 10:37:00,06/23/2025 10:37:45,PersonUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),Grant,04/19/2025 10:38:00,04/19/2025 10:39:20,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),Grant,04/19/2026 19:11:00,04/19/2026 19:12:08,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,04/23/2025 15:49:00,04/23/2025 15:49:56,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Revoke,06/09/2025 15:49:00,06/09/2025 15:49:33,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,06/29/2025 15:49:00,06/29/2025 15:50:06,ContractUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,07/29/2026 02:33:00,07/29/2026 02:33:30,BusinessRuleUpdate,Succeeded
Noa Hoekstra (500022),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,01/09/2026 13:17:00,01/09/2026 13:17:45,Import,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/26/2026 17:02:00,06/26/2026 17:02:07,PersonUpdate,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,03/19/2026 12:48:00,03/19/2026 12:48:12,Import,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,10/20/2025 21:01:00,10/20/2025 21:01:29,Import,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/16/2026 11:35:00,03/16/2026 11:35:36,BusinessRuleUpdate,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/17/2025 01:48:00,09/17/2025 01:48:48,Import,Succeeded
Anne Gerritsen (500023),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,07/25/2025 23:36:00,07/25/2025 23:37:27,ContractUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/02/2025 14:48:00,07/02/2025 14:48:41,ContractUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/21/2026 00:40:00,05/21/2026 00:40:40,PersonUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/11/2026 03:13:00,05/11/2026 03:13:52,Import,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,10/20/2025 07:44:00,10/20/2025 07:44:40,PersonUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/23/2026 07:11:00,06/23/2026 07:11:21,BusinessRuleUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,02/12/2026 12:57:00,02/12/2026 12:57:54,BusinessRuleUpdate,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),Grant,01/12/2026 01:09:00,01/12/2026 01:09:10,Import,Succeeded
Pien Kalisvaart (500024),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),Grant,06/07/2026 14:58:00,06/07/2026 14:58:10,Import,Succeeded
Noa Coenen (500025),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/11/2025 12:44:00,10/11/2025 12:44:19,BusinessRuleUpdate,Succeeded
Noa Coenen (500025),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/29/2025 23:19:00,09/29/2025 23:19:54,Import,Succeeded
Noa Coenen (500025),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,04/19/2025 21:30:00,04/19/2025 21:30:29,PersonUpdate,Succeeded
Noa Coenen (500025),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,02/26/2026 16:26:00,02/26/2026 16:26:37,PersonUpdate,Succeeded
Noa Coenen (500025),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,09/28/2025 07:01:00,09/28/2025 07:01:16,BusinessRuleUpdate,Succeeded
Noa Coenen (500025),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,02/15/2026 19:56:00,02/15/2026 19:57:02,Import,Succeeded
Noa Coenen (500025),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,06/25/2026 22:49:00,06/25/2026 22:49:03,Import,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/30/2025 10:29:00,06/30/2025 10:29:02,Import,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/19/2025 04:49:00,04/19/2025 04:49:37,BusinessRuleUpdate,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,08/30/2025 20:35:00,08/30/2025 20:35:46,Import,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/09/2026 12:56:00,04/09/2026 12:56:12,ContractUpdate,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Revoke,04/30/2026 12:56:00,04/30/2026 12:56:47,ContractUpdate,Succeeded
Vera Coenen (500026),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/13/2026 12:56:00,05/13/2026 12:57:14,ContractUpdate,Succeeded
Vera Coenen (500026),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/27/2025 23:41:00,04/27/2025 23:41:27,BusinessRuleUpdate,Succeeded
Vera Coenen (500026),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/12/2025 15:54:00,09/12/2025 15:54:44,PersonUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,10/20/2025 02:50:00,10/20/2025 02:50:28,ContractUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/30/2025 06:00:00,09/30/2025 06:01:15,BusinessRuleUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/28/2025 15:22:00,03/28/2025 15:22:25,BusinessRuleUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/08/2026 18:34:00,07/08/2026 18:34:48,Import,Succeeded
Kim Coenen (500027),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/20/2026 20:02:00,03/20/2026 20:02:28,BusinessRuleUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),Grant,05/16/2025 17:42:00,05/16/2025 17:42:19,ContractUpdate,Succeeded
Kim Coenen (500027),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,11/12/2025 14:21:00,11/12/2025 14:21:08,BusinessRuleUpdate,Succeeded
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/19/2026 13:45:00,04/19/2026 13:45:40,BusinessRuleUpdate,Succeeded
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,03/18/2026 10:20:00,03/18/2026 10:21:11,ContractUpdate,Succeeded
Wout Quaedvlieg (500028),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/16/2026 16:41:00,03/16/2026 16:41:52,ContractUpdate,Succeeded
Wout Quaedvlieg (500028),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/11/2026 07:23:00,01/11/2026 07:24:18,ContractUpdate,Succeeded
Wout Quaedvlieg (500028),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,05/26/2026 04:38:00,05/26/2026 04:38:11,BusinessRuleUpdate,Succeeded
Iris Pronk (500029),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/08/2026 11:39:00,04/08/2026 11:39:11,ContractUpdate,Succeeded
Iris Pronk (500029),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/31/2026 21:53:00,05/31/2026 21:54:22,Import,Succeeded
Iris Pronk (500029),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,03/13/2026 13:44:00,03/13/2026 13:44:36,ContractUpdate,Succeeded
Iris Pronk (500029),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/05/2025 18:05:00,05/05/2025 18:06:16,Import,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,08/25/2025 23:35:00,08/25/2025 23:36:09,BusinessRuleUpdate,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,08/30/2025 09:54:00,08/30/2025 09:54:40,PersonUpdate,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/25/2025 14:26:00,03/25/2025 14:26:23,ContractUpdate,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/05/2026 17:51:00,05/05/2026 17:51:49,ContractUpdate,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,11/25/2025 02:16:00,11/25/2025 02:17:02,PersonUpdate,Succeeded
Noa Zomerdijk (500030),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,08/22/2025 18:30:00,08/22/2025 18:30:22,ContractUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/31/2025 18:33:00,12/31/2025 18:33:51,PersonUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/29/2025 05:44:00,06/29/2025 05:44:14,ContractUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/26/2026 00:09:00,04/26/2026 00:10:19,PersonUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,01/30/2026 05:49:00,01/30/2026 05:49:19,ContractUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,02/21/2026 23:16:00,02/21/2026 23:16:37,BusinessRuleUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,05/30/2026 20:58:00,05/30/2026 20:58:11,Import,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,07/01/2026 15:53:00,07/01/2026 15:53:16,Import,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,07/06/2025 04:34:00,07/06/2025 04:35:21,Import,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,02/18/2026 03:27:00,02/18/2026 03:28:19,BusinessRuleUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Revoke,03/16/2026 03:27:00,03/16/2026 03:27:24,ContractUpdate,Succeeded
Lars Roozendaal (500031),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,04/02/2026 03:27:00,04/02/2026 03:28:30,ContractUpdate,Succeeded
Yara Roozendaal (500032),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/03/2025 09:37:00,05/03/2025 09:37:29,PersonUpdate,Succeeded
Yara Roozendaal (500032),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,07/29/2025 06:38:00,07/29/2025 06:39:00,PersonUpdate,Succeeded
Yara Roozendaal (500032),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,12/13/2025 16:15:00,12/13/2025 16:15:20,PersonUpdate,Succeeded
Yara Roozendaal (500032),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/27/2025 11:52:00,07/27/2025 11:52:13,BusinessRuleUpdate,Succeeded
Yara Roozendaal (500032),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,06/26/2025 08:53:00,06/26/2025 08:54:08,Import,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,08/19/2025 04:00:00,08/19/2025 04:00:27,BusinessRuleUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,03/01/2026 00:16:00,03/01/2026 00:16:36,Import,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/03/2025 03:01:00,06/03/2025 03:02:16,PersonUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,12/08/2025 04:21:00,12/08/2025 04:21:39,ContractUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,07/13/2025 17:44:00,07/13/2025 17:44:42,Import,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,03/26/2026 06:03:00,03/26/2026 06:04:09,ContractUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Revoke,04/27/2026 06:03:00,04/27/2026 06:03:49,ContractUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,04/29/2026 06:03:00,04/29/2026 06:04:18,ContractUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,04/04/2026 22:06:00,04/04/2026 22:06:20,PersonUpdate,Succeeded
Olivier Ipenburg (500033),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,07/27/2026 01:17:00,07/27/2026 01:18:22,PersonUpdate,Succeeded
Pien Muijs (500034),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/01/2025 07:05:00,04/01/2025 07:05:34,Import,Succeeded
Pien Muijs (500034),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/13/2026 15:33:00,06/13/2026 15:34:04,PersonUpdate,Succeeded
Pien Muijs (500034),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/30/2025 16:27:00,03/30/2025 16:27:20,BusinessRuleUpdate,Succeeded
Xander Dijkgraaf (500035),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/10/2025 03:45:00,06/10/2025 03:46:01,Import,Succeeded
Xander Dijkgraaf (500035),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/09/2026 01:49:00,06/09/2026 01:49:57,PersonUpdate,Succeeded
